text,emotion,label
이 향이 내 실수를 들킨 것처럼 느껴졌다.,당황,2
모두가 나를 보는 듯한 기분이 들어 움찔했다.,당황,2
상대방의 표정이 변하는 걸 보고 향이 문제였나 싶었다.,당황,2
문을 열자마자 퍼진 향에 순간 멈칫했다.,당황,2
누가 뭐라 하지 않아도 위축됐다.,당황,2
기분 전환하려 뿌린 향이 도리어 역효과였다.,당황,2
향이 의도한 감정보다 훨씬 도드라졌다.,당황,2
엘리베이터 안 공기가 정지된 느낌이었다.,당황,2
지나가던 사람이 코를 막는 걸 보고 움찔했다.,당황,2
내가 맡던 향과 달라서 당황했다.,당황,2
바람을 타고 향이 너무 빠르게 번져 당황스러웠다.,당황,2
내가 맡기에도 너무 센 향이라 놀랐다.,당황,2
밖에서는 괜찮았는데 실내에선 너무 강하게 느껴졌다.,당황,2
예정에 없던 향이 공간을 지배해 민망했다.,당황,2
누군가 코를 찡그리는 순간 괜히 나 때문인가 싶었다.,당황,2
향이 너무 갑작스러워서 순간적으로 눈을 감았다.,당황,2
처음 시도한 향이라 더 긴장됐다.,당황,2
향이 내 의도와는 다르게 전해진 것 같았다.,당황,2
향이 퍼지자마자 주변 분위기가 얼어붙는 느낌이었다.,당황,2
방금 뿌린 향이 너무 튀어서 민망했다.,당황,2
계단을 오르다 퍼진 향에 스스로 놀랐다.,당황,2
처음 시도한 향인데 지나치게 강렬했다.,당황,2
코끝이 찌릿하게 반응할 만큼 강한 향이었다.,당황,2
향 때문에 괜히 주변을 신경 쓰게 됐다.,당황,2
처음 맡은 순간 예상과 전혀 달랐다.,당황,2
향이 너무 진해져서 나조차 당황스러웠다.,당황,2
방 안을 가득 채운 향에 숨이 막혔다.,당황,2
내가 뿌린 향 때문에 주변이 정적에 휩싸였다.,당황,2
회의 직전 퍼진 향이 긴장을 더했다.,당황,2
향의 방향이 이상하게 퍼져 걱정됐다.,당황,2
방금 지나친 사람의 향이 너무 진해 당황했다.,당황,2
내가 아닌데 다들 나를 쳐다보는 것 같았다.,당황,2
나조차 익숙하지 않은 향이라 어색했다.,당황,2
향수의 첫 노트가 너무 공격적이었다.,당황,2
잔향이 의외로 무겁게 느껴졌다.,당황,2
누군가 코를 문지르자 괜히 불안해졌다.,당황,2
분위기와 너무 다른 향이라 튄 느낌이었다.,당황,2
실내에 들어서자 향이 벽에 부딪히는 듯했다.,당황,2
뭔가 잘못된 느낌이 향기에서 퍼져 나왔다.,당황,2
잔향이 남아있는 게 불안하게 느껴졌다.,당황,2
내가 뿌린 향이 이렇게 강할 줄 몰랐다.,당황,2
나도 모르게 인상을 찌푸렸던 순간이었다.,당황,2
사람들 표정이 하나같이 어색해 보였다.,당황,2
코끝을 찌르는 향에 반응이 부담스러웠다.,당황,2
누군가 고개를 돌려서 불안해졌다.,당황,2
향이 분위기랑 너무 달라 겉도는 기분이었다.,당황,2
내가 뿌린 향이 아닐까 눈치를 봤다.,당황,2
생각보다 반응이 없어 허탈했다.,당황,2
이 향이 날 드러내는 느낌이라 불편했다.,당황,2
잔향이 옷에 너무 오래 남아 걱정됐다.,당황,2
친구가 놀란 눈치를 줘서 당황했다.,당황,2
향이 지나치게 달콤해서 머쓱했다.,당황,2
모두가 조용한데 나만 향기나는 것 같아 불안했다.,당황,2
회의실에서 이 향은 너무 튀는 느낌이었다.,당황,2
향이 공간 전체를 지배해서 민망했다.,당황,2
누군가 향수를 물어보자 답하기가 머뭇거려졌다.,당황,2
생각보다 진한 향에 말문이 막혔다.,당황,2
다들 나를 피해 가는 것 같아 움츠러들었다.,당황,2
향이 너무 과해서 숨이 턱 막혔다.,당황,2
향에 대한 확신이 사라졌다.,당황,2
처음 맡는 향인데 너무 생소했다.,당황,2
이 향이 나라고 생각될까 걱정됐다.,당황,2
말하려던 순간 향이 퍼져서 긴장됐다.,당황,2
사람 많은 엘리베이터에서 향이 유독 강했다.,당황,2
이 향이 오늘 일정에 맞지 않아 불편했다.,당황,2
방금 전까지 괜찮았는데 향이 바뀌자 어색해졌다.,당황,2
향이 의도보다 감정을 과하게 표현했다.,당황,2
다들 조용한데 향만 퍼지는 게 민망했다.,당황,2
이 향을 뿌린 걸 후회했다.,당황,2
향과 옷차림이 너무 따로 노는 기분이었다.,당황,2
누가 킁킁대는 걸 듣고 위축됐다.,당황,2
향이 튀어나온 듯 강해서 깜짝 놀랐다.,당황,2
잔향이 머물며 대화에 집중이 안 됐다.,당황,2
실내에서는 이 향이 너무 무겁게 퍼졌다.,당황,2
내가 맡기에도 향이 너무 과했다.,당황,2
누군가가 코를 만지작거리는 게 신경 쓰였다.,당황,2
향이 내 감정을 다 드러내는 것 같았다.,당황,2
이 향이 나를 설명해주는 것 같아 불편했다.,당황,2
향이 무거워서 분위기가 갑자기 정적이 됐다.,당황,2
이 향이 이렇게 튈 줄 몰랐다.,당황,2
향 때문에 어색한 분위기가 더 어색해졌다.,당황,2
사람들이 나를 쳐다보는 것 같아 당황했다.,당황,2
향이 너무 진해 주변 반응이 신경 쓰였다.,당황,2
처음 맡는 향이라 어찌할 바를 몰랐다.,당황,2
의도치 않은 강한 향에 민망함이 밀려왔다.,당황,2
누군가 킁킁대는 소리에 신경이 곤두섰다.,당황,2
무심코 뿌렸는데 향이 예상보다 세서 당황했다.,당황,2
코 끝이 찡해지는 향에 깜짝 놀랐다.,당황,2
이럴 줄 알았으면 향수를 안 뿌리는 건데 싶었다.,당황,2
친구가 이상하다고 해서 그제야 심각함을 느꼈다.,당황,2
엘리베이터 안에서 향이 너무 퍼져서 눈치 보였다.,당황,2
내가 아닌 누군가의 향인데 괜히 내가 민망해졌다.,당황,2
누군가 향을 지적하자 얼굴이 화끈거렸다.,당황,2
예상과 다른 향이라 말문이 막혔다.,당황,2
사람 많은 곳에서 향이 너무 도드라져서 부끄러웠다.,당황,2
방금 뿌린 향이 갑자기 낯설게 느껴졌다.,당황,2
향이 너무 튀어서 내가 잘못 뿌렸나 싶었다.,당황,2
향과 상황이 너무 안 어울려서 혼란스러웠다.,당황,2
이 향은 상황과 너무 안 어울려서 어리둥절했다.,당황,2
순간적으로 강하게 들어온 향에 걸음을 멈췄다.,당황,2
사람들 반응이 어색해서 고개를 숙였다.,당황,2
이 상황에 이 향은 아니었나 싶었다.,당황,2
나도 모르게 향이 너무 많이 뿌려졌다.,당황,2
의도하지 않은 조합의 향이 나를 당황하게 했다.,당황,2
처음 뿌려본 향이라 괜히 조심스러웠다.,당황,2
향이 너무 진해서 다들 눈치를 주는 것 같았다.,당황,2
향이 퍼진 공간에서 나만 튄다는 생각이 들었다.,당황,2
기대했던 향과 너무 달라 실망스러웠다.,당황,2
친구가 갑자기 웃어서 내가 이상한가 싶었다.,당황,2
모르는 향인데 너무 강해서 순간 멈춰섰다.,당황,2
향이 갑자기 확 들어와서 순간 멍해졌다.,당황,2
향이 퍼지자마자 시선이 집중되는 느낌에 당황했다.,당황,2
알 수 없는 냄새에 주변을 두리번거리게 됐다.,당황,2
어디서 나는지도 모를 향에 당황스러웠다.,당황,2
익숙하지 않은 향이 코를 찌르며 집중이 깨졌다.,당황,2
잔향이 너무 오래 남아 민망했다.,당황,2
나를 위한 공간이 향 하나로 낯설어졌다.,분노,3
향이 내 감정선 위를 짓밟는 느낌이었다.,분노,3
향으로 감정을 표현하려 했지만 이건 선을 넘었다.,분노,3
냄새 하나로 이렇게까지 기분이 나쁠 줄 몰랐다.,분노,3
불편한 감정을 향이 더 부각시켰다.,분노,3
내 감정을 긁는 듯한 향이었다.,분노,3
짙은 향에 대화조차 집중하기 어려웠다.,분노,3
화가 가라앉기도 전에 향이 다시 자극했다.,분노,3
고요한 분위기를 깨는 강한 향이었다.,분노,3
이 공간에서 벗어나고 싶게 만드는 향이었다.,분노,3
이 향은 단순히 나와 맞지 않는 걸 넘어서 불쾌했다.,분노,3
사람이 많은 곳에서 이런 향은 너무 이기적이다.,분노,3
진심으로 이 향이 싫다고 느껴졌다.,분노,3
이 향은 내 감정을 자극하는 트리거였다.,분노,3
이건 향이 아니라 공격 같았다.,분노,3
왜 이런 향을 골랐을까 이해할 수 없었다.,분노,3
이건 나를 배려하지 않은 향이었다.,분노,3
코를 찌르는 향에 짜증이 올라왔다.,분노,3
"화가 나려던 찰나, 이 향이 기름을 부었다.",분노,3
향과 함께 기분까지 나빠졌다.,분노,3
이 향을 맡자 순간적으로 인상이 굳어졌다.,분노,3
어디서든 이 향은 나를 피곤하게 만든다.,분노,3
이건 취향의 문제가 아니라 예의의 문제였다.,분노,3
감정을 무시한 향이 실망스럽기만 했다.,분노,3
방 안에 가득한 향이 도저히 견딜 수 없었다.,분노,3
평온하던 마음이 단숨에 뒤흔들렸다.,분노,3
이 향은 분노를 가라앉히기는커녕 더 끌어올렸다.,분노,3
마음이 불편한 이유가 향기일 줄은 몰랐다.,분노,3
정신을 차릴 수 없을 정도로 자극적이었다.,분노,3
이건 향기가 아니라 불쾌한 냄새였다.,분노,3
분명히 좋은 날이었는데 이 향 때문에 망쳤다.,분노,3
공감 없는 향 사용에 실망스러웠다.,분노,3
이 향은 기억하고 싶지 않은 감정을 떠올리게 했다.,분노,3
머릿속이 향으로 가득 차 답답했다.,분노,3
향이 날카롭게 마음을 긁었다.,분노,3
머리가 아파오는 듯한 강한 향이었다.,분노,3
이 향은 내 하루를 짜증으로 물들였다.,분노,3
잔향이 너무 오래 남아 신경을 긁었다.,분노,3
익숙하지 않아 더 거슬리는 향이었다.,분노,3
"무심한 향이 아닌, 공격적인 향이었다.",분노,3
마주앉은 사람의 향이 너무 자극적이었다.,분노,3
강한 향기 하나로 감정선이 무너졌다.,분노,3
괜히 괜찮았던 기분까지 망가졌다.,분노,3
분위기에 맞지 않는 향이 모든 걸 망쳤다.,분노,3
단순한 향인데 유난히 신경이 거슬렸다.,분노,3
짜증이 향을 타고 번져나가는 기분이었다.,분노,3
냄새가 감정까지 끌어내리는 느낌이었다.,분노,3
이 향은 누가 뿌렸는지 묻고 싶을 정도였다.,분노,3
잔향이 오래 남아 기분이 쉽게 풀리지 않았다.,분노,3
불편한 자리에 향까지 더해져 화가 났다.,분노,3
아무렇지 않게 퍼지는 향이 너무 불쾌했다.,분노,3
향수 하나 때문에 하루가 엉망이 됐다.,분노,3
"그냥 불쾌한 향이었다, 그 이상도 이하도 아니다.",분노,3
상황을 고려하지 않은 향이 답답했다.,분노,3
이 향은 나를 위한 게 아니라는 생각이 들었다.,분노,3
향으로 인해 마음이 복잡해졌다.,분노,3
지독한 향에 말수가 줄어들었다.,분노,3
의도치 않게 맡은 향이 불쾌함을 안겨줬다.,분노,3
지나가던 순간에도 향이 나를 따라붙는 것 같았다.,분노,3
이 향은 상황을 더 불편하게 만들었다.,분노,3
코끝을 찌르는 향에 마음이 날카로워졌다.,분노,3
감정을 가라앉히려 해도 향 때문에 더 예민해졌다.,분노,3
이런 향은 배려 없이 뿌린 것 같아 화가 났다.,분노,3
향이 주변 공기를 장악해서 숨이 턱 막혔다.,분노,3
향 하나로 공간 전체가 불편해졌다.,분노,3
왜 굳이 이렇게 센 향을 선택했을까 짜증이 났다.,분노,3
지나치게 진한 향에 얼굴을 찌푸리게 됐다.,분노,3
이 향은 나를 화나게 만들 준비가 돼 있었다.,분노,3
냄새가 너무 심해 회피하고 싶었다.,분노,3
이 향 하나로 다 망친 기분이었다.,분노,3
잊고 있던 짜증을 다시 떠올리게 했다.,분노,3
자극적인 향에 감정이 들끓었다.,분노,3
향에 휩싸여 숨 쉬기조차 불편했다.,분노,3
향이 너무 독해서 고개를 돌릴 수밖에 없었다.,분노,3
화가 나 있는 상태에 기름을 붓는 향이었다.,분노,3
공기 중에 남은 잔향이 짜증을 유발했다.,분노,3
참으려 해도 향이 계속 짜증을 유발했다.,분노,3
무거운 향이 숨을 쉬기조차 답답하게 만들었다.,분노,3
이 향은 너무 공격적이고 무례했다.,분노,3
누군가의 향 때문에 나까지 예민해졌다.,분노,3
답답한 공간에서 이 향은 폭발 직전처럼 느껴졌다.,분노,3
기분 전환이 아니라 기분 망치는 향이었다.,분노,3
한 번 맡고 나니 계속 신경이 쓰였다.,분노,3
향이 나를 조롱하는 듯한 기분이었다.,분노,3
향 때문에 중요한 대화에 집중할 수 없었다.,분노,3
강한 향기 때문에 다른 사람에게 짜증을 냈다.,분노,3
사소한 일에도 이 향이 화를 더 키웠다.,분노,3
이 향은 나를 자극하기 위해 만들어진 것 같았다.,분노,3
지나치게 진한 향이 모든 대화를 망쳤다.,분노,3
이 향을 맡고 난 뒤 표정 관리가 안 됐다.,분노,3
나를 무시하는 듯한 향이었다.,분노,3
냄새 하나로 이렇게 기분 나빠질 줄 몰랐다.,분노,3
향이 주변 공기까지 무겁게 만들었다.,분노,3
순간적으로 감정이 폭발하게 만든 향이었다.,분노,3
지나가던 사람 향에 갑자기 짜증이 확 났다.,분노,3
무의식 중에 이 향이 싫다고 느꼈다.,분노,3
향 하나로 기분이 완전히 망가졌다.,분노,3
머리가 울릴 정도로 강한 향이 불쾌했다.,분노,3
이 향을 맡고 나서 하루가 엉망이 됐다.,분노,3
뭔가 눅눅하고 불쾌한 향기에 짜증이 솟구쳤다.,분노,3
무례하게 느껴질 만큼 향이 공격적이었다.,분노,3
불편한 자리에서 이 향이 상황을 더 악화시켰다.,분노,3
강한 향이 자꾸 나를 자극해서 머리가 지끈거렸다.,분노,3
이 향은 누가 맡아도 기분 나쁠 수밖에 없다.,분노,3
향이 날아가지도 않아 하루 종일 짜증이 났다.,분노,3
나는 가만히 있었는데 향이 나를 자극했다.,분노,3
"모든 게 힘든 날, 이 향조차도 화나게 만들었다.",분노,3
차라리 아무 냄새도 안 나는 게 낫겠다 싶었다.,분노,3
향이 짙어져 갈수록 나도 점점 화가 났다.,분노,3
감정이 격해질수록 향이 더 거슬리게 느껴졌다.,분노,3
이 향은 위로보단 분노를 부추기는 쪽이었다.,분노,3
도무지 어울리지 않는 향에 더 짜증이 났다.,분노,3
이 향은 마치 나를 비웃는 듯한 느낌이었다.,분노,3
강한 향이 누적된 스트레스를 폭발하게 만들었다.,분노,3
냄새가 너무 강해서 인상을 찌푸릴 수밖에 없었다.,분노,3
공공장소에서 퍼진 향이 예의 없어 보였다.,분노,3
불쾌한 향이 옷에 배어 더 짜증이 났다.,분노,3
향이 감정을 배려하지 않고 밀고 들어왔다.,분노,3
무거운 향이 코끝을 찌르며 머리가 지끈거렸다.,분노,3
강한 냄새가 공기를 지배하자 화가 올라왔다.,분노,3
집중하려는데 향 때문에 머릿속이 복잡해졌다.,분노,3
이 향은 기분 좋은 감정과 거리가 멀었다.,분노,3
이 향은 맡는 순간부터 신경을 긁는 느낌이었다.,분노,3
갑작스레 퍼진 향에 짜증이 확 치밀었다.,분노,3
누가 이 강한 향수를 뿌렸는지 화가 났다.,분노,3
향이 너무 진해서 머리가 아프고 짜증이 났다.,분노,3
이 향은 좋은 기억보다 화나는 일이 먼저 떠오른다.,분노,3
불쾌한 냄새에 하루가 엉망이 된 느낌이었다.,분노,3
마음이 복잡할수록 이 향이 더 거슬렸다.,분노,3
숨 쉴 때마다 향이 너무 신경 쓰였다.,분노,3
가까이 있는 사람의 향에 화가 났다.,분노,3
향의 농도가 지나쳐서 미간이 찌푸려졌다.,분노,3
코를 찌르는 향이 감정을 자극했다.,분노,3
나만 불쾌한 건지 괜히 눈치를 보게 됐다.,분노,3
향 때문에 대화 도중 말을 잊었다.,분노,3
분위기 망치는 이 향 때문에 기분이 상했다.,분노,3
내 감정을 자극하는 향이었다.,분노,3
향이 너무 강해 대화에 자꾸 신경이 쓰였다.,분노,3
이 향은 감정을 건드리는 무언가가 있었다.,분노,3
마음이 복잡한데 향까지 거슬렸다.,분노,3
향이 짙게 남아서 짜증이 가시지 않았다.,분노,3
혼자 있고 싶었는데 향이 방해했다.,분노,3
누군가의 향이 지나치게 강해서 자리에서 일어났다.,분노,3
불쾌한 향이 코끝을 찌르며 감정을 건드렸다.,분노,3
향을 맡는 순간 얼굴이 굳어졌다.,분노,3
화가 안 나려 해도 향이 자꾸 거슬렸다.,분노,3
무심코 스친 향기에 괜히 예민해졌다.,분노,3
진한 향이 몸에 배어서 하루 종일 불쾌했다.,분노,3
강한 향이 생각보다 오래 남아 더 불쾌했다.,분노,3
내 기분을 망치기에 충분한 향이었다.,분노,3
그날의 말이 향처럼 다시 퍼져나갔다.,상처,4
무심히 맡은 향이 마음을 건드렸다.,상처,4
차마 잊지 못한 기억이 향에 얽혀 있었다.,상처,4
이 향은 나를 아프게 했던 순간들을 끌어냈다.,상처,4
향이 스쳤을 뿐인데 눈가가 시큰해졌다.,상처,4
오늘 따라 이 향이 유난히 아프게 느껴졌다.,상처,4
그날 울지 못했던 감정이 향과 함께 터졌다.,상처,4
향기가 잠든 상처를 깨워버렸다.,상처,4
스쳐간 향 하나가 오래 남은 상처를 건드렸다.,상처,4
아무 말도 없는 향이 더 크게 울렸다.,상처,4
마음속 응어리가 향과 함께 녹아내렸다.,상처,4
잊고 지냈던 슬픔이 향기 속에 잠들어 있었다.,상처,4
그 사람의 존재를 향이 대신 말해줬다.,상처,4
말없이 퍼진 향이 눈물보다 더 아팠다.,상처,4
조용히 번지는 향이 마음을 갈라놓았다.,상처,4
이 향을 맡고 있자니 감정이 뒤엉켰다.,상처,4
그 사람의 이름이 향기에 묻어 있었다.,상처,4
이 향은 마음속 상처를 다시 긁어냈다.,상처,4
언제부턴가 이 향은 아픈 기억을 먼저 떠오르게 했다.,상처,4
무너지기 직전의 마음에 향이 스며들었다.,상처,4
이 향을 맡는 순간 모든 게 다시 아프게 시작됐다.,상처,4
잠시 퍼진 향기가 오래된 상처를 흔들었다.,상처,4
향은 조용했지만 감정은 소란스러웠다.,상처,4
익숙한 향에서 낯선 외로움이 피어났다.,상처,4
마음속 어딘가가 향기 하나에 조용히 울었다.,상처,4
이 향은 내 안에 남은 상처를 비춰주는 거울 같았다.,상처,4
그저 향기인데도 마음이 떨렸다.,상처,4
시간이 지나도 향만큼은 아픔을 잊지 않았다.,상처,4
이 향은 사랑이 아니라 후회로 가득했다.,상처,4
이 향은 애써 지운 감정을 다시 불러왔다.,상처,4
다정했던 순간이 향기와 함께 칼날이 되어 돌아왔다.,상처,4
이 향은 위로보다 더 깊은 상처였다.,상처,4
지금 이 향이 아니었다면 울지 않았을 텐데.,상처,4
마음의 빈틈을 향이 아프게 채워나갔다.,상처,4
향기를 따라 흘러간 기억이 눈시울을 적셨다.,상처,4
다시는 맡고 싶지 않았던 향이 다시 돌아왔다.,상처,4
조용히 번지는 향이 마음을 짓눌렀다.,상처,4
이 향은 결국 나를 다시 부서지게 만들었다.,상처,4
그날의 향기와 너무 닮아 피할 수 없었다.,상처,4
향이 지나가고 난 후엔 아픔만 남았다.,상처,4
향이 스며든 공간은 다시 그날로 바뀌었다.,상처,4
조용한 공간에 퍼진 향이 아픔을 더했다.,상처,4
지나간 사랑이 향기에 실려 날아왔다.,상처,4
"눈 감는 순간, 향과 함께 상처가 떠올랐다.",상처,4
조금씩 번지는 향이 상처를 들춰냈다.,상처,4
의식하지 않아도 향이 감정을 이끌었다.,상처,4
가볍게 지나간 향이 너무 무겁게 느껴졌다.,상처,4
숨을 들이쉴 때마다 눈물이 맺혔다.,상처,4
마음에 박힌 말이 향기와 함께 되살아났다.,상처,4
이 향은 위로가 아니라 경고처럼 다가왔다.,상처,4
감정의 파도가 향기에 휩쓸렸다.,상처,4
머물러 있던 향이 기억을 흔들었다.,상처,4
향이 나를 감싸 안는 듯 아프게 했다.,상처,4
고요한 공기 속 향이 상처를 들춰냈다.,상처,4
오늘따라 향이 유난히 날카롭게 느껴졌다.,상처,4
가슴속 깊은 곳이 향에 스며들며 찢어졌다.,상처,4
이 향은 다시는 닿고 싶지 않은 기억이었다.,상처,4
잔잔한 향이지만 감정은 격했다.,상처,4
이 향은 무언의 이별처럼 다가왔다.,상처,4
향을 따라 아픔이 함께 퍼졌다.,상처,4
향기가 감정을 덮어주기보단 꺼내놓았다.,상처,4
눈물 대신 향이 감정을 대변해주었다.,상처,4
그 향은 미처 닫지 못한 감정의 문을 열었다.,상처,4
이 향은 나를 다시 그 시간으로 데려갔다.,상처,4
그날의 침묵이 향에 실려 돌아왔다.,상처,4
다시 꺼내고 싶지 않은 기억이 향에 묻어났다.,상처,4
지나간 감정이 향에 녹아 스며들었다.,상처,4
익숙했던 향이 이제는 아픈 기억이 되었다.,상처,4
어느새 향에 눈물이 섞여 흘러내렸다.,상처,4
이 향은 다시는 돌아갈 수 없음을 알려줬다.,상처,4
추억은 향과 함께 날카롭게 다가왔다.,상처,4
감정의 파편이 향기에 실려 퍼졌다.,상처,4
향을 따라 흐른 감정이 가슴을 찔렀다.,상처,4
말하지 못한 마음이 향으로 번졌다.,상처,4
기억 속 깊이 묻었던 상처가 떠올랐다.,상처,4
이 향은 차갑고 날카로운 감정 그 자체였다.,상처,4
향 하나로 가슴이 다시 저며왔다.,상처,4
그날의 냄새와 똑같아 울컥했다.,상처,4
향이 날아가지 않아 감정도 떠나지 못했다.,상처,4
마음속 깊이 남은 말이 향과 겹쳤다.,상처,4
눈치채지 못한 상처가 향을 만나 아팠다.,상처,4
혼자 있던 날 이 향은 더 아프게 다가왔다.,상처,4
무거운 향이 감정의 문을 열어젖혔다.,상처,4
그 사람의 향이라 생각하니 가슴이 저렸다.,상처,4
향이 잔잔히 퍼지며 슬픔을 깨웠다.,상처,4
그 사람의 흔적이 향으로 돌아온 것 같았다.,상처,4
향기조차 나를 위로하지 못했다.,상처,4
향은 그대로인데 나는 상처만 남았다.,상처,4
잠시 머문 향이 모든 감정을 휘저어 놓았다.,상처,4
어느 순간부터 이 향이 눈물을 부른다.,상처,4
향을 맡는 순간 그날의 대화가 생생히 떠올랐다.,상처,4
잊으려던 기억이 향을 타고 되살아났다.,상처,4
익숙한 향인데도 오늘은 마음을 더 아프게 한다.,상처,4
이 향을 맡는 게 이렇게 아픈 일이 될 줄 몰랐다.,상처,4
마치 잊지 말라고 향이 속삭이는 듯했다.,상처,4
다정했던 사람이 떠난 후 이 향도 날카롭게 변했다.,상처,4
버스 안에서 이 향을 맡고 눈물이 났다.,상처,4
그날 내가 들었던 말들이 향과 겹쳐 떠올랐다.,상처,4
이 향은 위로가 아닌 날 선 기억으로만 남았다.,상처,4
마음에 새겨진 상처가 향에 스며든 것 같았다.,상처,4
문득 이 향이 그 사람의 마지막 말처럼 느껴졌다.,상처,4
가벼운 향인데 왜 이렇게 마음이 무거울까.,상처,4
마주하고 싶지 않던 감정이 향과 함께 밀려왔다.,상처,4
이 향은 다시 행복해질 수 없다는 걸 알려주는 듯했다.,상처,4
향이 공기 중에 퍼질수록 내 마음도 조각났다.,상처,4
멍하니 앉아 향을 맡고 있으니 마음이 무너졌다.,상처,4
그날 이후 이 향은 나에게 슬픔 그 자체다.,상처,4
이 향을 좋아했던 그 사람 생각에 눈시울이 붉어졌다.,상처,4
마음 한 구석에 박힌 말이 향과 함께 되살아났다.,상처,4
다시 맡은 이 향은 이제 아픈 기억만 안겨준다.,상처,4
향을 들이마시자 마음 속 깊은 곳이 저릿해졌다.,상처,4
아무렇지 않은 척했지만 향이 감정을 자극했다.,상처,4
이 향은 다정함보단 외면당했던 순간을 떠올리게 한다.,상처,4
예전 그날의 말들이 향과 함께 떠올라 아팠다.,상처,4
"조용한 방 안, 잔잔한 향이 오히려 상처를 도드라지게 했다.",상처,4
향을 맡는 순간 떠오른 기억이 마음을 후벼팠다.,상처,4
잊은 줄 알았던 그날의 대화가 향과 함께 떠올랐다.,상처,4
평소엔 괜찮은데 오늘따라 향이 괜히 아프게 다가왔다.,상처,4
향에 스친 바람조차 차갑게 느껴졌다.,상처,4
혼자 있는 이 공간에 남겨진 향이 너무 쓸쓸했다.,상처,4
지워지지 않는 상처가 향기와 함께 아려왔다.,상처,4
이 향은 따뜻하지도 차갑지도 않은 채 날카로웠다.,상처,4
혼자 남겨졌던 그날이 향에 스며든 듯했다.,상처,4
향을 들이쉴 때마다 가슴이 먹먹해졌다.,상처,4
희미한 향이지만 감정은 선명하게 아팠다.,상처,4
나를 떠난 이의 흔적이 향에 섞여 있었다.,상처,4
"조용한 순간, 향과 함께 마음이 뭉개졌다.",상처,4
이 향은 잊으려 했던 기억을 자꾸만 꺼내보게 한다.,상처,4
무심코 스친 향이 다시 상처를 헤집었다.,상처,4
그때 그 장면이 향과 함께 또렷하게 되살아났다.,상처,4
익숙한 냄새인데도 오늘은 더 아프게 느껴졌다.,상처,4
차가운 향이 지나가자 마음이 쓸렸다.,상처,4
"향이 닿는 순간, 오래된 아픔이 다시 일어났다.",상처,4
향이 퍼지자 그 사람의 마지막 눈빛이 떠올랐다.,상처,4
기억 속 목소리가 향기와 함께 속삭였다.,상처,4
향기가 번질수록 감정의 균열이 깊어졌다.,상처,4
이 향은 마치 미안하다는 말처럼 들렸다.,상처,4
향을 들이마신 순간 마음속 벽이 무너졌다.,상처,4
기억 속 그 순간으로 데려다주는 향이었다.,상처,4
향이 사라져도 감정은 그대로 남았다.,상처,4
슬픔이 묻어있는 향이라 더 외면하게 된다.,상처,4
이 향은 다정했던 기억보다 상처를 더 남긴다.,상처,4
그때의 말투와 표정이 향과 함께 떠올랐다.,상처,4
내가 아닌 그 사람을 더 떠올리게 만드는 향.,상처,4
단순한 향조차 나에겐 감정의 잔재였다.,상처,4
계절이 바뀌어도 이 향만은 그대로 아프다.,상처,4
향에 스민 기억이 다시 가슴을 조여온다.,상처,4
상처를 꿰맨 듯했던 마음이 다시 벌어졌다.,상처,4
괜찮은 줄 알았는데 향 하나에 무너졌다.,상처,4
무심코 맡은 향이 나를 휘청이게 했다.,상처,4
이 향은 결국 나를 다시 아프게 만들었다.,상처,4
창밖을 바라보며 스며든 향이 왠지 모르게 외로웠다.,슬픔,5
이 향은 마치 끝나버린 계절처럼 스쳐갔다.,슬픔,5
슬픔을 조용히 안겨주는 향이었다.,슬픔,5
오늘은 이 향조차도 눈물 나게 느껴졌다.,슬픔,5
맑은 날씨와는 달리 향이 마음을 흐리게 했다.,슬픔,5
사람들 사이에 있어도 향이 고독하게 만들었다.,슬픔,5
감춰둔 감정이 향과 함께 표면 위로 떠올랐다.,슬픔,5
모든 게 괜찮은 듯해도 향이 아프게 만들었다.,슬픔,5
차마 꺼내지 못한 말들이 향에 실려 왔다.,슬픔,5
이 향은 끝맺지 못한 이야기를 떠올리게 한다.,슬픔,5
서늘한 바람과 함께 스며든 향이 마음을 울렸다.,슬픔,5
하루를 마무리할 때마다 이 향이 떠올랐다.,슬픔,5
지나간 시간들이 향에 녹아 있었다.,슬픔,5
지워졌다고 믿었던 기억이 향과 함께 떠올랐다.,슬픔,5
향기 속에 그리움이 짙게 남아 있었다.,슬픔,5
무심코 맡은 향에 마음이 잠기듯 가라앉았다.,슬픔,5
이 향이 어쩐지 작별의 냄새처럼 느껴졌다.,슬픔,5
햇살 아래서도 향 하나로 슬픔이 번졌다.,슬픔,5
"마음이 텅 빈 날, 이 향은 더욱 공허하게 다가왔다.",슬픔,5
차가운 향기였지만 이상하게 따뜻한 기억이 떠올랐다.,슬픔,5
불 꺼진 방에서 혼자 향을 맡고 있으니 눈물이 났다.,슬픔,5
말없이 퍼진 향이 모든 말보다 크게 느껴졌다.,슬픔,5
언젠가 들었던 향과 닮아 더 슬펐다.,슬픔,5
이 향은 사라진 누군가를 그리게 만든다.,슬픔,5
그저 스쳐간 향인데 마음이 무너졌다.,슬픔,5
너무 조용한 향이 오히려 감정을 건드렸다.,슬픔,5
잠깐의 향에도 감정이 요동쳤다.,슬픔,5
이 향은 웃음보단 눈물이 먼저 떠오르게 했다.,슬픔,5
눈을 감으니 향과 함께 떠난 사람이 떠올랐다.,슬픔,5
아무렇지 않던 순간에 향이 마음을 흔들었다.,슬픔,5
